Animal,Age,Gender,Breed,WBC,RBC,Hemoglobin,Platelets,Glucose,ALT,AST,Urea,Creatinine,Symptom_Fever,Symptom_Lethargy,Symptom_Vomiting,Symptom_Diarrhea,Symptom_WeightLoss,Symptom_SkinLesion,Disease_PPR,Disease_Anthrax,Disease_FootRot,Disease_Enterotoxemia,Disease_Parasites,Disease_CaprineArthritisEncephalitis,Disease_CaseousLymphadenitis,Disease_Anemia,Disease_Leukemia,Disease_ViralInfection,Disease_BloodParasites,Disease_BacterialInfection,Disease_AvianLeukosis,Disease_DuckViralDiseases,Disease_Colic,Disease_Strangles,Disease_EquineInfluenza,Disease_Laminitis,Disease_Rabies,Disease_EquineAnemia,Disease_EquineInfectiousAnemia,Disease_Bluetongue,Disease_Scrapie,Disease_OvineJohnesDisease,Disease_SheepPox,Disease_FungalInfection,Disease_Scurvy,Disease_Myxomatosis,Disease_HemorrhagicDisease,Disease_FelineLeukemia,Disease_Ringworm,Disease_FIV,Disease_KidneyDisease,Disease_Hyperthyroidism,Disease_Diabetes,Disease_AvianInfluenza,Disease_NewcastleDisease,Disease_MareksDisease,Disease_Coccidiosis,Disease_FowlPox,Disease_FowlCholera,Disease_Mastitis,Disease_FootMouth,Disease_BovineTB,Disease_Anaplasmosis,Disease_Brucellosis,Disease_LumpySkinDisease,Disease_BovineViralDiarrhea,Disease_Parvovirus,Disease_Distemper,Disease_Heartworm,Disease_SkinInfection,Disease_Leptospirosis,Disease_LymeDisease,Disease_VarroaInfection,Disease_SwineFlu,Disease_AfricanSwineFever,Disease_EColi,Disease_PRRS,Disease_PorcineCircovirus,Disease_Erysipelas,Disease_Trypanosomiasis,Disease_HemorrhagicSepticemia,Disease_WetTail,Disease_RespiratoryInfection,Disease_Tuberculosis,Disease_DuckViralEnteritis,Disease_DuckHepatitis,Disease_BlackheadDisease,Disease_Salmonellosis
Tiger,4,Female,Breed4,9850.03,4.52,13.49,355446.63,82.53,15.1,38.66,48.98,0.98,0,0,1,1,0,0,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Llama,11,Female,Breed2,12813.36,5.51,14.15,207098.84,116.73,12.66,28.75,23.11,1.78,1,1,0,1,0,0,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeybee,2,Male,Breed1,9222.31,7.7,12.57,311156.65,61.2,12.34,19.33,37.22,1.94,0,0,1,1,0,1,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Goat,12,Male,Breed2,11096.16,6.47,12.35,276221.62,86.72,49.21,49.82,15.88,0.68,1,1,1,0,1,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snake,12,Male,Breed2,9499.06,6.41,15.91,361184.3,107.19,30.05,48.7,42.42,1.22,0,1,1,1,0,1,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,4,Female,Breed3,10943.99,7.65,10.54,408181.47,114.54,14.61,44.4,16.38,0.85,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
GuineaPig,18,Male,Breed3,5518.34,6.24,12.5,242114.67,104.13,31.77,46.65,45.63,1.65,1,1,1,1,1,0,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GuineaPig,7,Male,Breed1,4425.3,6.39,15.23,421431.32,113.3,38.41,33.0,49.16,0.66,0,1,0,0,1,0,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cow,1,Male,Breed3,5505.92,5.38,11.67,362085.54,62.06,13.78,24.71,13.45,1.66,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Salmon,13,Male,Breed1,7144.22,5.49,14.58,161149.83,65.99,23.86,23.73,30.49,1.51,0,1,1,0,1,1,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeybee,6,Female,Breed4,6786.92,6.74,12.42,387372.87,104.26,17.51,47.35,20.59,1.45,1,0,0,1,0,1,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
Deer,6,Female,Breed1,10766.93,5.28,16.75,298388.12,105.2,49.02,48.35,28.8,1.15,1,0,1,1,1,0,,,,,,,,1.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tilapia,12,Male,Breed2,9014.78,6.24,12.8,433638.27,96.32,22.73,27.62,21.75,1.25,1,1,1,1,1,0,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken,8,Female,Breed1,4426.93,5.12,11.84,247089.45,103.82,37.62,34.28,12.63,0.65,0,1,0,0,1,0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elephant,19,Female,Breed4,4383.52,4.66,14.24,327364.1,111.48,46.74,42.21,25.77,0.9,0,1,1,0,1,1,,,,,,,,0.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,5,Female,Breed2,4996.47,5.82,11.09,436843.85,92.73,44.53,38.1,18.18,1.87,1,1,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frog,18,Male,Breed1,7883.89,4.87,16.38,231347.92,116.84,25.76,44.79,31.97,1.16,0,0,0,1,0,1,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pig,5,Female,Breed3,4068.01,7.59,15.44,291586.06,101.65,22.44,34.35,37.22,1.1,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,
Turtle,10,Female,Breed3,9433.86,5.21,16.16,375748.65,88.32,42.37,33.3,26.21,0.57,0,0,0,1,1,0,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deer,1,Male,Breed3,7967.37,6.39,13.19,357329.61,85.29,18.21,25.03,18.15,1.83,0,1,0,0,1,1,,,,,,,,0.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,10,Male,Breed1,10109.85,5.05,16.68,401610.98,105.01,38.69,12.93,17.67,1.63,0,0,0,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catfish,5,Female,Breed1,11929.08,5.03,13.95,305939.0,97.83,43.41,12.22,10.1,0.64,0,1,0,0,0,1,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rabbit,12,Female,Breed4,6760.7,5.4,10.76,245676.36,109.05,43.97,16.07,38.1,0.73,0,0,1,1,0,0,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,7,Male,Breed2,5727.92,7.66,11.79,310525.38,106.86,10.36,12.31,20.13,0.69,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
Turkey,9,Male,Breed2,7058.59,5.57,15.69,254988.01,91.45,29.99,31.41,48.83,1.48,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
Alpaca,12,Male,Breed2,4019.4,7.29,17.17,202929.16,116.74,24.3,26.14,39.88,0.74,0,0,1,1,1,1,,,,,,,,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salmon,1,Male,Breed2,5320.14,4.79,10.76,316490.91,102.26,49.15,11.05,21.82,1.99,0,1,1,0,0,0,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catfish,11,Female,Breed1,12259.13,4.19,16.91,164514.17,72.05,31.76,10.88,16.36,1.36,0,1,0,1,1,0,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turtle,15,Male,Breed1,6450.88,7.13,16.39,160972.59,97.11,27.1,30.92,34.97,1.81,0,0,1,1,0,0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiger,2,Female,Breed4,14937.3,6.17,12.85,169372.06,72.11,19.77,31.96,44.58,1.6,0,1,1,1,0,0,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salmon,20,Female,Breed2,5846.15,6.01,15.51,351783.35,93.53,43.83,11.49,33.37,0.54,0,0,0,0,1,0,,,,,,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheep,7,Female,Breed1,12676.49,5.09,11.5,272096.06,107.4,22.77,36.8,10.44,1.13,0,1,1,0,0,1,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tilapia,12,Male,Breed1,11755.49,4.29,16.51,298234.55,108.75,43.07,15.03,41.45,1.04,1,1,1,1,0,1,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeybee,18,Male,Breed1,7543.45,5.93,15.26,253019.66,99.05,45.66,29.78,48.57,1.93,1,1,0,1,0,1,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
Buffalo,3,Female,Breed1,7638.13,7.47,13.51,226090.87,107.0,12.33,16.35,11.9,1.01,1,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,
Goat,7,Female,Breed2,10199.07,4.48,16.92,257491.55,88.33,30.4,11.56,42.37,1.53,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dog,11,Female,Breed2,13376.12,7.72,11.11,208013.45,93.04,26.81,18.49,38.76,1.38,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,
Rabbit,18,Female,Breed1,8248.06,5.1,16.77,353627.37,112.78,25.72,28.57,25.9,1.6,0,1,1,1,1,1,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,12,Female,Breed3,4672.98,6.13,10.19,180520.65,89.58,24.86,39.76,35.36,0.59,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
Salmon,6,Male,Breed4,8118.61,4.27,16.03,305070.21,81.06,31.28,20.62,16.35,1.9,0,0,1,1,0,1,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catfish,5,Male,Breed2,6280.44,5.7,14.59,293048.1,107.82,15.21,37.4,38.8,1.99,1,1,1,1,0,1,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snake,1,Male,Breed2,14331.28,4.5,15.57,240577.09,63.03,44.85,44.51,33.25,1.33,0,1,0,1,1,1,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeybee,12,Female,Breed3,11670.02,4.19,13.3,180686.82,117.5,32.32,20.79,13.46,0.75,1,1,0,0,1,1,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Salmon,11,Female,Breed2,4559.16,7.87,16.92,361007.31,80.4,23.88,30.89,44.73,1.8,1,1,0,1,1,1,,,,,,,,,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Llama,4,Male,Breed3,7222.87,6.92,12.51,320862.11,97.78,19.72,26.38,15.13,1.47,1,1,1,1,1,1,,,,,,,,0.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snake,18,Male,Breed3,4552.38,6.88,12.2,392842.91,101.13,34.66,11.1,27.53,1.44,1,1,1,0,0,0,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouse,4,Female,Breed1,13130.18,4.36,12.41,220657.11,68.22,41.47,25.67,15.25,1.83,1,0,1,0,1,1,,,,,,,,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dog,17,Male,Breed2,13969.26,7.72,16.19,387469.23,109.37,27.63,25.09,35.84,1.6,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,
Cow,2,Male,Breed4,5235.08,5.88,13.96,237583.72,94.33,49.38,34.88,39.51,1.88,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Lion,2,Male,Breed3,8843.19,7.41,14.3,183777.22,79.68,31.42,44.66,47.89,1.94,1,0,1,0,1,1,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cow,12,Female,Breed4,14250.72,4.05,16.65,190474.89,111.04,49.16,36.87,20.1,1.02,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Turtle,6,Female,Breed1,5597.33,5.19,16.67,216317.54,97.5,48.5,24.22,24.65,0.8,0,0,0,1,0,1,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken,10,Male,Breed2,7210.94,7.98,11.29,354728.67,107.15,33.99,27.95,25.47,1.08,1,1,1,0,1,1,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,16,Female,Breed1,7347.02,5.71,14.4,223188.52,119.54,33.25,45.49,13.88,1.95,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
Turkey,14,Male,Breed1,4330.64,7.55,11.01,331161.29,67.82,14.23,35.56,42.32,0.79,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Tilapia,7,Male,Breed4,4399.01,5.31,16.95,226956.83,104.98,47.17,25.59,13.31,1.39,1,0,0,0,0,1,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goose,19,Female,Breed4,14480.72,6.1,16.7,259567.04,105.46,42.13,34.01,23.54,0.63,1,0,0,0,0,1,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lion,17,Female,Breed3,10282.02,7.42,16.79,416916.38,112.48,30.02,35.77,17.62,1.75,1,1,0,0,0,1,,,,,,,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camel,9,Female,Breed2,7373.13,6.42,15.64,300108.61,84.48,22.26,29.29,36.58,1.5,1,1,0,1,0,1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
Elephant,13,Male,Breed1,8165.42,6.9,13.74,330075.55,112.18,43.54,44.62,46.22,1.28,0,0,0,1,1,0,,,,,,,,0.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lion,5,Male,Breed3,11863.27,4.92,13.24,206783.05,98.39,21.66,42.51,39.86,1.44,1,1,1,1,0,0,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horse,5,Male,Breed3,8031.69,4.62,13.16,189451.82,64.13,31.67,30.98,40.98,0.68,1,1,0,1,0,1,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salmon,10,Female,Breed1,6505.36,4.92,10.53,273954.08,61.89,17.95,48.33,13.14,1.79,1,1,0,0,0,0,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamster,10,Male,Breed1,5120.21,5.97,17.59,406615.65,88.89,42.18,48.13,39.56,1.01,0,0,0,0,0,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
GuineaPig,7,Male,Breed3,12018.26,7.2,13.6,222277.1,107.15,40.11,48.64,12.5,0.75,1,0,0,1,0,1,,,,,,,,0.0,,,,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rabbit,15,Male,Breed1,5986.22,5.42,17.44,336507.74,83.05,21.67,18.82,29.37,0.52,1,1,1,1,1,1,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deer,7,Male,Breed1,4766.13,6.26,17.03,411628.87,111.11,14.69,14.13,37.68,0.59,1,0,1,1,1,0,,,,,,,,0.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiger,15,Female,Breed4,8696.5,7.22,16.63,430323.13,89.53,17.08,34.76,20.19,1.51,1,1,0,1,1,1,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snake,3,Female,Breed2,4435.28,4.96,14.71,448137.08,61.58,34.65,39.1,37.3,1.58,0,0,1,0,0,0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpaca,19,Female,Breed3,14614.98,7.53,10.81,378887.15,118.42,16.0,22.28,45.22,0.72,1,0,1,0,1,1,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goose,10,Male,Breed1,10900.22,7.81,12.59,172503.04,89.38,22.81,31.51,45.12,1.41,0,0,0,0,1,1,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buffalo,15,Male,Breed3,5679.66,4.16,14.83,411438.6,99.01,43.57,35.91,17.68,1.22,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,
Llama,3,Male,Breed2,5896.99,4.24,10.11,415691.06,71.96,13.27,28.53,20.98,1.91,1,0,0,1,1,1,,,,,,,,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duck,6,Female,Breed3,10268.11,4.36,10.34,317184.85,77.84,33.25,31.65,36.64,1.5,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,
Goose,12,Female,Breed3,7922.22,7.11,15.42,170229.5,89.06,25.99,13.01,43.65,1.28,1,0,1,0,0,1,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeybee,15,Female,Breed3,12516.93,4.76,17.11,292999.59,111.37,14.81,49.76,28.21,0.93,0,1,0,0,0,0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Dog,6,Female,Breed4,10003.87,6.9,16.84,213210.01,66.12,30.38,25.15,46.89,1.19,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,
Lion,13,Female,Breed2,8766.67,5.77,11.35,282632.12,106.82,30.67,18.21,32.98,0.87,0,1,0,0,0,1,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elephant,19,Male,Breed2,14592.78,7.35,17.29,367237.94,94.76,25.12,29.2,20.48,1.52,0,1,0,1,0,1,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elephant,3,Female,Breed3,8298.02,7.23,15.57,350265.19,89.98,12.21,22.7,10.8,1.39,1,1,0,0,0,0,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rabbit,8,Female,Breed3,8406.72,7.84,15.73,383997.55,112.6,18.27,25.66,42.29,0.94,0,0,0,0,0,1,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camel,8,Female,Breed2,11323.5,5.0,12.43,292956.82,67.09,26.19,32.51,13.71,0.52,1,1,0,1,0,1,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,
Rat,20,Male,Breed1,12904.26,4.92,15.73,303237.62,119.45,21.09,21.14,13.14,1.97,1,0,1,1,1,1,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snake,15,Female,Breed4,10888.36,4.13,15.68,430706.77,111.28,16.42,36.66,41.09,0.58,1,0,0,1,1,0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horse,4,Female,Breed2,11684.71,5.64,14.76,339355.11,79.54,29.48,27.27,11.27,1.32,0,0,1,0,0,0,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken,19,Female,Breed3,8102.25,5.84,12.86,374262.19,87.09,25.9,13.37,43.71,1.78,0,1,1,0,0,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pig,3,Male,Breed1,9274.47,7.86,16.49,349355.17,61.5,36.6,45.48,33.95,1.43,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,
Camel,13,Male,Breed1,6167.39,7.32,17.5,342145.62,91.66,32.42,29.1,35.46,1.38,0,1,1,0,0,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,
